Origin,Destination
PYL17: Titiwangsa,KJ12: Dang Wangi
PYL17: Titiwangsa,SP19: Awan Besar
PYL17: Titiwangsa,AG12: Miharja
PYL17: Titiwangsa,KJ34: USJ 21
PYL17: Titiwangsa,KG13: Pusat Bandar Damansara
PYL17: Titiwangsa,BRT05: SunU-Monash
PYL17: Titiwangsa,KG23: Taman Pertama
PYL17: Titiwangsa,KJ19: Universiti
PYL17: Titiwangsa,AG13: Maluri
PYL17: Titiwangsa,KJ10: KLCC
PYL17: Titiwangsa,BRT06: South Quay-USJ 1
PYL17: Titiwangsa,SP22: Kinrara
PYL17: Titiwangsa,KJ25: Lembah Subang
PYL17: Titiwangsa,MR06: Bukit Bintang
PYL17: Titiwangsa,KJ17: Abdullah Hukum
PYL17: Titiwangsa,KG15: Muzium Negara
PYL18: Hospital Kuala Lumpur,KG10: TTDI
PYL18: Hospital Kuala Lumpur,AG09: Hang Tuah
PYL18: Hospital Kuala Lumpur,BRT03: Sunway Lagoon
PYL18: Hospital Kuala Lumpur,MR05: Imbi
PYL18: Hospital Kuala Lumpur,SP25: Pusat Bandar Puchong
PYL18: Hospital Kuala Lumpur,BRT05: SunU-Monash
PYL18: Hospital Kuala Lumpur,MR04: Hang Tuah
PYL18: Hospital Kuala Lumpur,KG34: Stadium Kajang
PYL18: Hospital Kuala Lumpur,KJ24: Kelana Jaya
PYL18: Hospital Kuala Lumpur,SP20: Muhibbah
PYL18: Hospital Kuala Lumpur,MR06: Bukit Bintang
PYL18: Hospital Kuala Lumpur,KG22: Maluri
PYL18: Hospital Kuala Lumpur,KG06: Kota Damansara
PYL18: Hospital Kuala Lumpur,KG28: Sri Raya
PYL18: Hospital Kuala Lumpur,KJ31: USJ 7
PYL18: Hospital Kuala Lumpur,KJ14: Pasar Seni
PYL18: Hospital Kuala Lumpur,AG11: Chan Sow Lin
PYL18: Hospital Kuala Lumpur,PYL03: Kampung Selamat
PYL18: Hospital Kuala Lumpur,AG02: Sentul
PYL18: Hospital Kuala Lumpur,BRT04: SunMed
PYL18: Hospital Kuala Lumpur,BRT01: Sunway-Setia Jaya
PYL18: Hospital Kuala Lumpur,KG15: Muzium Negara
PYL18: Hospital Kuala Lumpur,KJ16: Bank Rakyat Bangsar
PYL18: Hospital Kuala Lumpur,KJ29: SS 15
PYL18: Hospital Kuala Lumpur,SP29: Puchong Prima
PYL18: Hospital Kuala Lumpur,SP21: Alam Sutera
PYL18: Hospital Kuala Lumpur,KJ08: Damai
PYL18: Hospital Kuala Lumpur,MR11: Titiwangsa
PYL18: Hospital Kuala Lumpur,PYL04: Sungai Buloh
PYL18: Hospital Kuala Lumpur,KJ34: USJ 21
PYL18: Hospital Kuala Lumpur,AG01: Sentul Timur
PYL18: Hospital Kuala Lumpur,KJ20: Taman Jaya
PYL18: Hospital Kuala Lumpur,KJ03: Wangsa Maju
PYL18: Hospital Kuala Lumpur,KG05: Kwasa Sentral
PYL18: Hospital Kuala Lumpur,KJ10: KLCC
PYL18: Hospital Kuala Lumpur,KG17: Merdeka
PYL18: Hospital Kuala Lumpur,KJ33: Wawasan
PYL18: Hospital Kuala Lumpur,KG13: Pusat Bandar Damansara
PYL18: Hospital Kuala Lumpur,KJ09: Ampang Park
PYL18: Hospital Kuala Lumpur,KG16: Pasar Seni
PYL18: Hospital Kuala Lumpur,AG14: Pandan Jaya
PYL18: Hospital Kuala Lumpur,AG18: Ampang
PYL18: Hospital Kuala Lumpur,SP12: Cheras
PYL18: Hospital Kuala Lumpur,AG07: Masjid Jamek
PYL18: Hospital Kuala Lumpur,BRT02: Mentari
PYL18: Hospital Kuala Lumpur,KJ01: Gombak
PYL18: Hospital Kuala Lumpur,AG05: Sultan Ismail
PYL18: Hospital Kuala Lumpur,AG06: Bandaraya
PYL18: Hospital Kuala Lumpur,KJ21: Asia Jaya
PYL18: Hospital Kuala Lumpur,KG21: Cochrane
PYL18: Hospital Kuala Lumpur,KJ35: Alam Megah
PYL18: Hospital Kuala Lumpur,KJ22: Taman Paramount
PYL18: Hospital Kuala Lumpur,KJ04: Sri Rampai
PYL18: Hospital Kuala Lumpur,KG04: Kwasa Damansara
PYL18: Hospital Kuala Lumpur,AG16: Cempaka
PYL18: Hospital Kuala Lumpur,KJ30: SS 18
PYL18: Hospital Kuala Lumpur,KG30: Batu 11 Cheras
PYL18: Hospital Kuala Lumpur,MR07: Raja Chulan
PYL18: Hospital Kuala Lumpur,MR10: Chow Kit
PYL18: Hospital Kuala Lumpur,A0: All Stations
PYL18: Hospital Kuala Lumpur,AG17: Cahaya
PYL18: Hospital Kuala Lumpur,KJ17: Abdullah Hukum
PYL18: Hospital Kuala Lumpur,MR08: Bukit Nanas
PYL18: Hospital Kuala Lumpur,KJ36: Subang Alam
PYL18: Hospital Kuala Lumpur,KJ05: Setiawangsa
PYL18: Hospital Kuala Lumpur,KJ06: Jelatek
PYL18: Hospital Kuala Lumpur,KJ12: Dang Wangi
PYL18: Hospital Kuala Lumpur,AG15: Pandan Indah
PYL18: Hospital Kuala Lumpur,SP19: Awan Besar
PYL18: Hospital Kuala Lumpur,KG27: Taman Suntex
PYL18: Hospital Kuala Lumpur,SP14: Bandar Tun Razak
PYL18: Hospital Kuala Lumpur,KJ26: Ara Damansara
PYL18: Hospital Kuala Lumpur,AG03: Titiwangsa
PYL18: Hospital Kuala Lumpur,MR02: Tun Sambanthan
PYL18: Hospital Kuala Lumpur,MR01: KL Sentral
PYL18: Hospital Kuala Lumpur,BRT06: South Quay-USJ 1
PYL18: Hospital Kuala Lumpur,SP24: IOI Puchong Jaya
PYL18: Hospital Kuala Lumpur,KJ32: Taipan
PYL18: Hospital Kuala Lumpur,SP18: Sri Petaling
PYL18: Hospital Kuala Lumpur,KG24: Taman Midah
PYL18: Hospital Kuala Lumpur,AG13: Maluri
PYL18: Hospital Kuala Lumpur,KG12: Phileo Damansara
PYL18: Hospital Kuala Lumpur,MR09: Medan Tuanku
PYL18: Hospital Kuala Lumpur,SP13: Salak Selatan
PYL18: Hospital Kuala Lumpur,KG31: Bukit Dukung
PYL18: Hospital Kuala Lumpur,KJ25: Lembah Subang
PYL18: Hospital Kuala Lumpur,KJ19: Universiti
PYL18: Hospital Kuala Lumpur,SP16: Sungai Besi
PYL18: Hospital Kuala Lumpur,KG18: Bukit Bintang
PYL18: Hospital Kuala Lumpur,SP31: Putra Heights
PYL18: Hospital Kuala Lumpur,SP26: Taman Perindustrian Puchong
PYL18: Hospital Kuala Lumpur,KJ11: Kampung Baru
PYL18: Hospital Kuala Lumpur,KG23: Taman Pertama
PYL18: Hospital Kuala Lumpur,AG04: PWTC
PYL18: Hospital Kuala Lumpur,KJ07: Dato' Keramat
PYL18: Hospital Kuala Lumpur,SP27: Bandar Puteri
PYL18: Hospital Kuala Lumpur,KG25: Taman Mutiara
PYL18: Hospital Kuala Lumpur,KG09: Bandar Utama
PYL18: Hospital Kuala Lumpur,KJ02: Taman Melati
PYL18: Hospital Kuala Lumpur,KG14: Semantan
PYL18: Hospital Kuala Lumpur,SP22: Kinrara
PYL18: Hospital Kuala Lumpur,KJ18: Kerinchi
PYL18: Hospital Kuala Lumpur,KJ15: KL Sentral
PYL18: Hospital Kuala Lumpur,KJ23: Taman Bahagia
PYL18: Hospital Kuala Lumpur,SP15: Bandar Tasik Selatan
PYL18: Hospital Kuala Lumpur,KG35: Kajang
PYL18: Hospital Kuala Lumpur,AG10: Pudu
PYL18: Hospital Kuala Lumpur,AG12: Miharja
PYL18: Hospital Kuala Lumpur,KJ27: Cgc Glenmarie
PYL18: Hospital Kuala Lumpur,AG08: Plaza Rakyat
PYL18: Hospital Kuala Lumpur,KG29: Bandar Tun Hussien Onn
PYL18: Hospital Kuala Lumpur,KG07: Surian
PYL18: Hospital Kuala Lumpur,KG26: Taman Connaught
PYL18: Hospital Kuala Lumpur,KJ28: Subang Jaya
PYL18: Hospital Kuala Lumpur,KJ13: Masjid Jamek
PYL18: Hospital Kuala Lumpur,KG33: Sungai Jernih
PYL18: Hospital Kuala Lumpur,SP28: Puchong Perdana
PYL18: Hospital Kuala Lumpur,KG20: Tun Razak Exchange
PYL18: Hospital Kuala Lumpur,MR03: Maharajalela
PYL18: Hospital Kuala Lumpur,SP17: Bukit Jalil
PYL19: Raja Uda,KJ05: Setiawangsa
PYL19: Raja Uda,KJ04: Sri Rampai
PYL19: Raja Uda,BRT06: South Quay-USJ 1
PYL19: Raja Uda,KJ35: Alam Megah
PYL19: Raja Uda,KJ17: Abdullah Hukum
PYL19: Raja Uda,KG10: TTDI
PYL19: Raja Uda,KJ13: Masjid Jamek
PYL19: Raja Uda,AG16: Cempaka
PYL19: Raja Uda,KG05: Kwasa Sentral
PYL19: Raja Uda,SP18: Sri Petaling
PYL19: Raja Uda,KG27: Taman Suntex
PYL19: Raja Uda,KJ14: Pasar Seni
PYL19: Raja Uda,KJ24: Kelana Jaya
PYL19: Raja Uda,KG22: Maluri
PYL19: Raja Uda,MR01: KL Sentral
PYL19: Raja Uda,KJ07: Dato' Keramat
PYL19: Raja Uda,AG01: Sentul Timur
PYL19: Raja Uda,KG24: Taman Midah
PYL19: Raja Uda,BRT05: SunU-Monash
PYL19: Raja Uda,AG18: Ampang
PYL19: Raja Uda,KJ12: Dang Wangi
PYL19: Raja Uda,SP14: Bandar Tun Razak
PYL19: Raja Uda,MR11: Titiwangsa
PYL19: Raja Uda,KG28: Sri Raya
PYL19: Raja Uda,AG03: Titiwangsa
PYL19: Raja Uda,KG34: Stadium Kajang
PYL19: Raja Uda,MR07: Raja Chulan
PYL19: Raja Uda,KJ30: SS 18
PYL19: Raja Uda,SP21: Alam Sutera
PYL19: Raja Uda,AG04: PWTC
PYL19: Raja Uda,KJ33: Wawasan
PYL19: Raja Uda,KG08: Mutiara Damansara
PYL19: Raja Uda,KG15: Muzium Negara
PYL19: Raja Uda,SP16: Sungai Besi
PYL19: Raja Uda,KJ32: Taipan
PYL19: Raja Uda,KJ34: USJ 21
PYL19: Raja Uda,AG11: Chan Sow Lin
PYL19: Raja Uda,BRT01: Sunway-Setia Jaya
PYL19: Raja Uda,KJ10: KLCC
PYL19: Raja Uda,KJ18: Kerinchi
PYL19: Raja Uda,SP13: Salak Selatan
PYL19: Raja Uda,KJ02: Taman Melati
PYL19: Raja Uda,KJ21: Asia Jaya
PYL19: Raja Uda,SP31: Putra Heights
PYL19: Raja Uda,KJ22: Taman Paramount
PYL19: Raja Uda,KJ03: Wangsa Maju
PYL19: Raja Uda,PYL03: Kampung Selamat
PYL19: Raja Uda,SP22: Kinrara
PYL19: Raja Uda,KJ19: Universiti
PYL19: Raja Uda,KJ06: Jelatek
PYL19: Raja Uda,KG21: Cochrane
PYL19: Raja Uda,KG06: Kota Damansara
PYL19: Raja Uda,MR08: Bukit Nanas
PYL19: Raja Uda,AG12: Miharja
PYL19: Raja Uda,KG17: Merdeka
PYL19: Raja Uda,MR06: Bukit Bintang
PYL19: Raja Uda,KJ28: Subang Jaya
PYL19: Raja Uda,MR10: Chow Kit
PYL19: Raja Uda,KG07: Surian
PYL19: Raja Uda,KJ23: Taman Bahagia
PYL19: Raja Uda,KG13: Pusat Bandar Damansara
PYL19: Raja Uda,SP15: Bandar Tasik Selatan
PYL19: Raja Uda,KG26: Taman Connaught
PYL19: Raja Uda,KG25: Taman Mutiara
PYL19: Raja Uda,BRT02: Mentari
PYL19: Raja Uda,AG09: Hang Tuah
PYL19: Raja Uda,SP28: Puchong Perdana
PYL19: Raja Uda,KJ29: SS 15
PYL19: Raja Uda,SP12: Cheras
PYL19: Raja Uda,AG05: Sultan Ismail
PYL19: Raja Uda,SP20: Muhibbah
PYL19: Raja Uda,KG31: Bukit Dukung
PYL19: Raja Uda,KJ31: USJ 7
PYL19: Raja Uda,KJ08: Damai
PYL19: Raja Uda,KG30: Batu 11 Cheras
PYL19: Raja Uda,KG20: Tun Razak Exchange
PYL19: Raja Uda,AG13: Maluri
PYL19: Raja Uda,SP19: Awan Besar
PYL19: Raja Uda,AG10: Pudu
PYL19: Raja Uda,MR09: Medan Tuanku
PYL19: Raja Uda,KJ09: Ampang Park
PYL19: Raja Uda,KJ16: Bank Rakyat Bangsar
PYL19: Raja Uda,KJ01: Gombak
PYL19: Raja Uda,KG18: Bukit Bintang
PYL19: Raja Uda,SP27: Bandar Puteri
PYL19: Raja Uda,MR04: Hang Tuah
PYL19: Raja Uda,KG16: Pasar Seni
PYL19: Raja Uda,AG02: Sentul
PYL19: Raja Uda,SP29: Puchong Prima
PYL19: Raja Uda,KJ27: Cgc Glenmarie
PYL19: Raja Uda,AG14: Pandan Jaya
PYL19: Raja Uda,AG06: Bandaraya
PYL19: Raja Uda,KG14: Semantan
PYL19: Raja Uda,BRT03: Sunway Lagoon
PYL19: Raja Uda,MR03: Maharajalela
PYL19: Raja Uda,A0: All Stations
PYL19: Raja Uda,KG04: Kwasa Damansara
PYL19: Raja Uda,KG23: Taman Pertama
PYL19: Raja Uda,AG08: Plaza Rakyat
PYL19: Raja Uda,KJ36: Subang Alam
PYL19: Raja Uda,KG35: Kajang
PYL19: Raja Uda,AG17: Cahaya
PYL19: Raja Uda,PYL04: Sungai Buloh
PYL19: Raja Uda,KJ15: KL Sentral
PYL19: Raja Uda,SP26: Taman Perindustrian Puchong
PYL19: Raja Uda,KG33: Sungai Jernih
PYL19: Raja Uda,BRT04: SunMed
PYL19: Raja Uda,MR02: Tun Sambanthan
PYL19: Raja Uda,AG15: Pandan Indah
PYL19: Raja Uda,SP24: IOI Puchong Jaya
PYL19: Raja Uda,KG29: Bandar Tun Hussien Onn
PYL19: Raja Uda,MR05: Imbi
PYL19: Raja Uda,AG07: Masjid Jamek
PYL19: Raja Uda,KJ25: Lembah Subang
PYL19: Raja Uda,KJ11: Kampung Baru
PYL19: Raja Uda,SP25: Pusat Bandar Puchong
PYL19: Raja Uda,KG12: Phileo Damansara
PYL19: Raja Uda,SP17: Bukit Jalil
PYL19: Raja Uda,KG09: Bandar Utama
PYL19: Raja Uda,KJ20: Taman Jaya
PYL20: Ampang Park,MR11: Titiwangsa
PYL20: Ampang Park,KJ04: Sri Rampai
PYL20: Ampang Park,AG05: Sultan Ismail
PYL20: Ampang Park,KG05: Kwasa Sentral
PYL20: Ampang Park,KJ12: Dang Wangi
PYL20: Ampang Park,MR01: KL Sentral
PYL20: Ampang Park,SP15: Bandar Tasik Selatan
PYL20: Ampang Park,KG30: Batu 11 Cheras
PYL20: Ampang Park,KG16: Pasar Seni
PYL20: Ampang Park,AG08: Plaza Rakyat
PYL20: Ampang Park,BRT06: South Quay-USJ 1
PYL20: Ampang Park,AG04: PWTC
PYL20: Ampang Park,KJ25: Lembah Subang
PYL20: Ampang Park,AG14: Pandan Jaya
PYL20: Ampang Park,MR02: Tun Sambanthan
PYL20: Ampang Park,KJ19: Universiti
PYL20: Ampang Park,SP28: Puchong Perdana
PYL20: Ampang Park,KJ08: Damai
PYL20: Ampang Park,KJ01: Gombak
PYL20: Ampang Park,BRT03: Sunway Lagoon
PYL20: Ampang Park,KJ24: Kelana Jaya
PYL20: Ampang Park,SP13: Salak Selatan
PYL20: Ampang Park,AG13: Maluri
PYL20: Ampang Park,KG13: Pusat Bandar Damansara
PYL20: Ampang Park,KG08: Mutiara Damansara
PYL20: Ampang Park,BRT02: Mentari
PYL20: Ampang Park,KJ18: Kerinchi
PYL20: Ampang Park,KJ20: Taman Jaya
PYL20: Ampang Park,KJ07: Dato' Keramat
PYL20: Ampang Park,KJ17: Abdullah Hukum
PYL20: Ampang Park,SP20: Muhibbah
PYL20: Ampang Park,SP25: Pusat Bandar Puchong
PYL20: Ampang Park,KG34: Stadium Kajang
PYL20: Ampang Park,KJ05: Setiawangsa
PYL20: Ampang Park,SP17: Bukit Jalil
PYL20: Ampang Park,KJ32: Taipan
PYL20: Ampang Park,MR05: Imbi
PYL20: Ampang Park,BRT05: SunU-Monash
PYL20: Ampang Park,KJ02: Taman Melati
PYL20: Ampang Park,KJ23: Taman Bahagia
PYL20: Ampang Park,KJ27: Cgc Glenmarie
PYL20: Ampang Park,BRT01: Sunway-Setia Jaya
PYL20: Ampang Park,SP12: Cheras
PYL20: Ampang Park,KG28: Sri Raya
PYL20: Ampang Park,PYL03: Kampung Selamat
PYL20: Ampang Park,KJ22: Taman Paramount
PYL20: Ampang Park,KJ15: KL Sentral
PYL20: Ampang Park,KJ35: Alam Megah
PYL20: Ampang Park,SP22: Kinrara
PYL20: Ampang Park,AG11: Chan Sow Lin
PYL20: Ampang Park,SP18: Sri Petaling
PYL20: Ampang Park,A0: All Stations
PYL20: Ampang Park,KG21: Cochrane
PYL20: Ampang Park,KJ33: Wawasan
PYL20: Ampang Park,KG22: Maluri
PYL20: Ampang Park,MR09: Medan Tuanku
PYL20: Ampang Park,MR04: Hang Tuah
PYL20: Ampang Park,KJ11: Kampung Baru
PYL20: Ampang Park,KG24: Taman Midah
PYL20: Ampang Park,KG07: Surian
PYL20: Ampang Park,KJ14: Pasar Seni
PYL20: Ampang Park,KG06: Kota Damansara
PYL20: Ampang Park,KJ26: Ara Damansara
PYL20: Ampang Park,KG17: Merdeka
PYL20: Ampang Park,KJ29: SS 15
PYL20: Ampang Park,KJ09: Ampang Park
PYL20: Ampang Park,AG10: Pudu
PYL20: Ampang Park,AG07: Masjid Jamek
PYL20: Ampang Park,KG04: Kwasa Damansara
PYL20: Ampang Park,AG12: Miharja
PYL20: Ampang Park,KG25: Taman Mutiara
PYL20: Ampang Park,KJ21: Asia Jaya
PYL20: Ampang Park,AG17: Cahaya
PYL20: Ampang Park,AG18: Ampang
PYL20: Ampang Park,AG02: Sentul
PYL20: Ampang Park,MR06: Bukit Bintang
PYL20: Ampang Park,AG01: Sentul Timur
PYL20: Ampang Park,SP21: Alam Sutera
PYL20: Ampang Park,KG14: Semantan
PYL20: Ampang Park,KG23: Taman Pertama
PYL20: Ampang Park,SP24: IOI Puchong Jaya
PYL20: Ampang Park,SP31: Putra Heights
PYL20: Ampang Park,MR03: Maharajalela
PYL20: Ampang Park,KG35: Kajang
PYL20: Ampang Park,KG12: Phileo Damansara
PYL20: Ampang Park,KJ34: USJ 21
PYL20: Ampang Park,AG15: Pandan Indah
PYL20: Ampang Park,KG10: TTDI
PYL20: Ampang Park,KJ30: SS 18
PYL20: Ampang Park,SP14: Bandar Tun Razak
PYL20: Ampang Park,MR08: Bukit Nanas
PYL20: Ampang Park,AG06: Bandaraya
PYL20: Ampang Park,KJ16: Bank Rakyat Bangsar
PYL20: Ampang Park,BRT04: SunMed
PYL20: Ampang Park,MR07: Raja Chulan
PYL20: Ampang Park,KG31: Bukit Dukung
PYL20: Ampang Park,KG26: Taman Connaught
PYL20: Ampang Park,MR10: Chow Kit
PYL20: Ampang Park,KJ06: Jelatek
PYL20: Ampang Park,KG20: Tun Razak Exchange
PYL20: Ampang Park,KJ36: Subang Alam
PYL20: Ampang Park,KG15: Muzium Negara
PYL20: Ampang Park,KG09: Bandar Utama
PYL20: Ampang Park,KG18: Bukit Bintang
PYL20: Ampang Park,KJ28: Subang Jaya
PYL20: Ampang Park,SP16: Sungai Besi
PYL20: Ampang Park,PYL04: Sungai Buloh
PYL20: Ampang Park,KJ13: Masjid Jamek
PYL20: Ampang Park,SP19: Awan Besar
PYL20: Ampang Park,SP29: Puchong Prima
PYL20: Ampang Park,KG29: Bandar Tun Hussien Onn
PYL20: Ampang Park,KG27: Taman Suntex
PYL20: Ampang Park,SP27: Bandar Puteri
PYL20: Ampang Park,KJ03: Wangsa Maju
PYL20: Ampang Park,KG33: Sungai Jernih
PYL20: Ampang Park,AG09: Hang Tuah
PYL20: Ampang Park,SP26: Taman Perindustrian Puchong
PYL20: Ampang Park,KJ10: KLCC
PYL20: Ampang Park,AG03: Titiwangsa
PYL20: Ampang Park,AG16: Cempaka
PYL21: Persiaran KLCC,AG07: Masjid Jamek
PYL21: Persiaran KLCC,AG03: Titiwangsa
PYL21: Persiaran KLCC,KG09: Bandar Utama
PYL21: Persiaran KLCC,KG28: Sri Raya
PYL21: Persiaran KLCC,SP16: Sungai Besi
PYL21: Persiaran KLCC,SP29: Puchong Prima
PYL21: Persiaran KLCC,SP21: Alam Sutera
PYL21: Persiaran KLCC,BRT03: Sunway Lagoon
PYL21: Persiaran KLCC,SP27: Bandar Puteri
PYL21: Persiaran KLCC,KJ27: Cgc Glenmarie
PYL21: Persiaran KLCC,KJ16: Bank Rakyat Bangsar
PYL21: Persiaran KLCC,AG13: Maluri
PYL21: Persiaran KLCC,KJ20: Taman Jaya
PYL21: Persiaran KLCC,AG08: Plaza Rakyat
PYL21: Persiaran KLCC,KJ03: Wangsa Maju
PYL21: Persiaran KLCC,KG22: Maluri
PYL21: Persiaran KLCC,KJ11: Kampung Baru
PYL21: Persiaran KLCC,BRT05: SunU-Monash
PYL21: Persiaran KLCC,KJ02: Taman Melati
PYL21: Persiaran KLCC,MR07: Raja Chulan
PYL21: Persiaran KLCC,AG12: Miharja
PYL21: Persiaran KLCC,AG09: Hang Tuah
PYL21: Persiaran KLCC,KJ36: Subang Alam
PYL21: Persiaran KLCC,KG30: Batu 11 Cheras
PYL21: Persiaran KLCC,KG08: Mutiara Damansara
PYL21: Persiaran KLCC,SP24: IOI Puchong Jaya
PYL21: Persiaran KLCC,AG15: Pandan Indah
PYL21: Persiaran KLCC,AG18: Ampang
PYL21: Persiaran KLCC,KG21: Cochrane
PYL21: Persiaran KLCC,KJ21: Asia Jaya
PYL21: Persiaran KLCC,AG14: Pandan Jaya
PYL21: Persiaran KLCC,KG15: Muzium Negara
PYL21: Persiaran KLCC,KG35: Kajang
PYL21: Persiaran KLCC,KJ18: Kerinchi
PYL21: Persiaran KLCC,SP25: Pusat Bandar Puchong
PYL21: Persiaran KLCC,KJ07: Dato' Keramat
PYL21: Persiaran KLCC,KG05: Kwasa Sentral
PYL21: Persiaran KLCC,MR11: Titiwangsa
PYL21: Persiaran KLCC,BRT01: Sunway-Setia Jaya
PYL21: Persiaran KLCC,SP20: Muhibbah
PYL21: Persiaran KLCC,AG06: Bandaraya
PYL21: Persiaran KLCC,KG23: Taman Pertama
PYL21: Persiaran KLCC,KJ05: Setiawangsa
PYL21: Persiaran KLCC,KJ06: Jelatek
PYL21: Persiaran KLCC,BRT06: South Quay-USJ 1
PYL21: Persiaran KLCC,KJ04: Sri Rampai
PYL21: Persiaran KLCC,AG05: Sultan Ismail
PYL21: Persiaran KLCC,KG25: Taman Mutiara
PYL21: Persiaran KLCC,AG10: Pudu
PYL21: Persiaran KLCC,SP19: Awan Besar
PYL21: Persiaran KLCC,KG27: Taman Suntex
PYL21: Persiaran KLCC,KJ28: Subang Jaya
PYL21: Persiaran KLCC,KJ33: Wawasan
PYL21: Persiaran KLCC,KG10: TTDI
PYL21: Persiaran KLCC,KJ23: Taman Bahagia
PYL21: Persiaran KLCC,SP17: Bukit Jalil
PYL21: Persiaran KLCC,BRT02: Mentari
PYL21: Persiaran KLCC,KG18: Bukit Bintang
PYL21: Persiaran KLCC,AG04: PWTC
PYL21: Persiaran KLCC,KJ29: SS 15
PYL21: Persiaran KLCC,SP31: Putra Heights
PYL21: Persiaran KLCC,SP22: Kinrara
PYL21: Persiaran KLCC,KG06: Kota Damansara
PYL21: Persiaran KLCC,KJ25: Lembah Subang
PYL21: Persiaran KLCC,KG29: Bandar Tun Hussien Onn
PYL21: Persiaran KLCC,KJ17: Abdullah Hukum
PYL21: Persiaran KLCC,KG17: Merdeka
PYL21: Persiaran KLCC,AG02: Sentul
PYL21: Persiaran KLCC,SP12: Cheras
PYL21: Persiaran KLCC,SP13: Salak Selatan
PYL21: Persiaran KLCC,KJ14: Pasar Seni
PYL21: Persiaran KLCC,KG20: Tun Razak Exchange
PYL21: Persiaran KLCC,KG31: Bukit Dukung
PYL21: Persiaran KLCC,MR09: Medan Tuanku
PYL21: Persiaran KLCC,MR10: Chow Kit
PYL21: Persiaran KLCC,KG33: Sungai Jernih
PYL21: Persiaran KLCC,KJ10: KLCC
PYL21: Persiaran KLCC,KJ34: USJ 21
PYL21: Persiaran KLCC,KJ01: Gombak
PYL21: Persiaran KLCC,KJ24: Kelana Jaya
PYL21: Persiaran KLCC,KJ19: Universiti
PYL21: Persiaran KLCC,KG14: Semantan
PYL21: Persiaran KLCC,KJ13: Masjid Jamek
PYL21: Persiaran KLCC,MR02: Tun Sambanthan
PYL21: Persiaran KLCC,PYL03: Kampung Selamat
PYL21: Persiaran KLCC,SP15: Bandar Tasik Selatan
PYL21: Persiaran KLCC,PYL04: Sungai Buloh
PYL21: Persiaran KLCC,KJ08: Damai
PYL21: Persiaran KLCC,KJ12: Dang Wangi
PYL21: Persiaran KLCC,AG16: Cempaka
PYL21: Persiaran KLCC,KJ32: Taipan
PYL21: Persiaran KLCC,KJ15: KL Sentral
PYL21: Persiaran KLCC,MR04: Hang Tuah
PYL21: Persiaran KLCC,MR08: Bukit Nanas
PYL21: Persiaran KLCC,KG07: Surian
PYL21: Persiaran KLCC,AG11: Chan Sow Lin
PYL21: Persiaran KLCC,MR05: Imbi
PYL21: Persiaran KLCC,KG26: Taman Connaught
PYL21: Persiaran KLCC,MR01: KL Sentral
PYL21: Persiaran KLCC,BRT04: SunMed
PYL21: Persiaran KLCC,KJ09: Ampang Park
PYL21: Persiaran KLCC,SP14: Bandar Tun Razak
PYL21: Persiaran KLCC,A0: All Stations
PYL21: Persiaran KLCC,KG34: Stadium Kajang
PYL21: Persiaran KLCC,SP18: Sri Petaling
PYL21: Persiaran KLCC,MR03: Maharajalela
PYL21: Persiaran KLCC,KJ22: Taman Paramount
PYL21: Persiaran KLCC,KJ26: Ara Damansara
PYL21: Persiaran KLCC,KG13: Pusat Bandar Damansara
PYL21: Persiaran KLCC,KG12: Phileo Damansara
PYL21: Persiaran KLCC,KJ31: USJ 7
PYL21: Persiaran KLCC,AG01: Sentul Timur
PYL21: Persiaran KLCC,SP28: Puchong Perdana
PYL21: Persiaran KLCC,AG17: Cahaya
PYL21: Persiaran KLCC,MR06: Bukit Bintang
PYL21: Persiaran KLCC,KG16: Pasar Seni
PYL21: Persiaran KLCC,KG24: Taman Midah
PYL21: Persiaran KLCC,SP26: Taman Perindustrian Puchong
PYL21: Persiaran KLCC,KJ30: SS 18
PYL21: Persiaran KLCC,KJ35: Alam Megah
PYL22: Conlay,A0: All Stations
PYL22: Conlay,BRT06: South Quay-USJ 1
PYL22: Conlay,MR09: Medan Tuanku
PYL22: Conlay,KJ17: Abdullah Hukum
PYL22: Conlay,KJ14: Pasar Seni
PYL22: Conlay,KJ21: Asia Jaya
PYL22: Conlay,MR05: Imbi
PYL22: Conlay,AG18: Ampang
PYL22: Conlay,KG30: Batu 11 Cheras
PYL22: Conlay,MR04: Hang Tuah
PYL22: Conlay,KG15: Muzium Negara
PYL22: Conlay,MR01: KL Sentral
PYL22: Conlay,KG21: Cochrane
PYL22: Conlay,KG33: Sungai Jernih
PYL22: Conlay,BRT04: SunMed
PYL22: Conlay,KG18: Bukit Bintang
PYL22: Conlay,KG13: Pusat Bandar Damansara
PYL22: Conlay,PYL03: Kampung Selamat
PYL22: Conlay,MR08: Bukit Nanas
PYL22: Conlay,MR06: Bukit Bintang
PYL22: Conlay,AG09: Hang Tuah
PYL22: Conlay,KJ33: Wawasan
PYL22: Conlay,AG16: Cempaka
PYL22: Conlay,BRT03: Sunway Lagoon
PYL22: Conlay,KJ04: Sri Rampai
PYL22: Conlay,SP19: Awan Besar
PYL22: Conlay,BRT05: SunU-Monash
PYL22: Conlay,KG05: Kwasa Sentral
PYL22: Conlay,AG07: Masjid Jamek
PYL22: Conlay,KG34: Stadium Kajang
PYL22: Conlay,MR11: Titiwangsa
PYL22: Conlay,AG10: Pudu
